gene_name	A	B	C	Gene_Length
AT1G21722	0	0	0	797
AT3G20300	1466	2154	2908	2305
AT1G29250	2614	1282	3876	1462
AT3G23960	8	2	2	1209
AT1G57460	0	0	0	37
AT5G07070	223	276	410	1681
AT5G25780	2530	1652	4075	3603
AT1G10682	987	1266	1639	481
AT1G10680	0	0	3	5313
AT3G52170	1714	896	2756	2715
AT5G02750	31	22	47	1086
AT4G13985	0	0	0	1552
AT4G13980	656	874	1374	2335
AT2G45023	143	174	287	2018
AT2G17340	3714	3548	6136	2723
AT1G11080	2	4	2	3137
AT2G06850	5772	8814	9927	2195
AT5G33210	0	1	0	657
AT5G13170	68	27	53	2265
AT1G20230	186	136	292	2283
AT5G22010	1780	1449	3094	6976
AT5G29044	0	0	0	132
AT2G12190	410	293	710	1704
AT5G39290	0	0	0	1038
AT5G16520	866	749	1339	2848
AT5G23760	1184	1040	2073	1144
AT5G27220	35	45	42	3996
AT4G39130	0	0	0	735
AT1G19680	1339	1771	2464	2406
AT4G27540	652	452	942	1536
AT1G11330	1142	941	1470	3466
ATMG00970	6	3	3	354
AT4G25800	266	340	470	3056
AT4G34071	0	0	0	1091
AT4G34070	1322	1162	2118	2201
ATCG00220	1	0	1	105
AT3G62430	28	29	47	1510
AT1G04130	413	350	839	2142
AT2G42130	4992	4609	9798	1960
AT1G08890	270	574	587	3923
AT1G01560	60	124	198	2054
AT1G05660	0	0	0	1773
AT5G37820	0	0	0	1282
AT1G60870	2400	3191	4966	1183
AT3G17675	0	0	2	607
AT3G17670	901	789	1581	1769
AT5G03400	0	0	0	1284
AT5G03406	498	449	790	1991
AT2G27660	183	185	236	2314
AT5G36190	0	0	0	438
ATCG00590	0	0	0	96
AT1G14300	661	459	1149	2416
AT5G58200	2470	2859	4399	2479
AT1G70300	639	900	891	3751
AT2G14690	0	1	1	2255
AT5G04750	1572	1875	3227	1473
AT3G48120	275	243	464	2683
AT3G28050	3630	2846	5901	2585
AT4G01455	0	0	0	67
AT4G01450	1154	952	1606	2269
AT3G49290	1173	1082	2151	2917
AT5G18005	0	0	0	72
AT5G24750	246	274	489	4016
AT5G18000	1	5	0	1743
AT5G52720	0	3	4	888
AT5G28885	0	0	0	1440
AT3G55330	15639	14367	28929	1527
AT4G18070	2240	2058	4327	2332
AT2G21500	503	815	901	2563
AT3G62290	11194	14582	22177	2108
ATCG01170	348	13	50	103
AT5G66930	595	964	1276	1914
AT4G35300	3916	4233	7198	3298
AT2G26040	54	33	121	573
AT3G42170	2561	3395	5578	3118
AT5G24280	173	185	285	10777
AT1G02030	2	1	7	1938
AT1G52230	121263	112536	232738	833
AT4G10510	0	0	0	3056
AT5G46250	5633	6149	10409	2971
AT3G12840	0	1	0	279
AT1G13650	31993	23909	54846	1666
AT1G66430	2177	2049	4128	2359
AT3G25470	5507	5071	9956	2295
AT3G11630	64668	58994	127028	1956
AT1G08165	61	58	106	522
AT2G05540	5004	13246	8465	1062
AT5G04490	3425	4940	7073	1910
AT3G51520	1433	1757	2563	2165
AT4G04720	3231	3486	5597	3302
AT3G23140	0	0	0	519
AT3G23145	0	0	0	1059
AT1G09415	641	923	1510	655
AT1G09410	61	64	110	2118
AT5G25480	259	185	399	2390
AT1G17820	1227	1015	2117	3809
AT5G05000	1102	772	1891	1907
AT2G20670	6125	38180	23187	1675
AT2G34690	1953	1935	3530	1755
AT2G22740	1634	2266	3014	4344
AT2G25530	240	209	409	3699
AT1G01190	1028	540	1641	1820
AT3G46210	738	501	1257	2154
AT5G64390	1414	1519	2491	4307
AT5G60830	0	0	1	681
AT4G17890	2257	2299	3815	2472
AT5G25150	1161	1193	1965	5115
AT2G32220	448	149	701	605
AT4G17895	526	520	806	3078
AT2G03260	56	40	46	4399
AT1G79990	4854	4782	8768	8125
AT5G59140	1028	1115	2031	1285
AT5G01630	309	305	548	6061
AT1G54170	1653	1958	2864	4889
AT2G45610	12	19	16	1124
AT5G20500	2597	2702	4958	1251
AT1G28860	0	0	0	72
AT3G57200	59	32	69	3052
AT5G02280	686	547	1061	988
AT5G64640	628	324	1024	2473
AT4G26640	2326	2702	4419	3765
AT2G32590	186	173	288	3790
AT1G03070	31	42	70	1623
AT3G18370	3083	3535	5058	4646
AT4G21910	2589	2100	4254	3975
AT2G11405	0	0	0	348
AT3G53965	0	0	0	71
AT3G53960	2031	3700	3420	2838
AT1G06645	833	808	1403	1471
AT3G10140	1047	908	1767	2545
AT1G06640	1858	2029	3339	1681
AT5G34905	0	0	0	348
AT3G13490	5530	5189	10212	3601
AT1G75190	641	843	1470	846
AT1G07510	2416	2211	3839	4167
AT1G78110	567	917	1289	1508
AT4G28390	528	411	667	1991
AT4G28397	0	0	0	766
AT1G74820	0	0	0	684
AT4G28395	0	0	0	963
AT2G33170	1246	928	2165	4392
AT2G33175	1	10	24	522
AT3G14710	1	4	10	1511
AT1G80370	53	65	114	3157
AT5G06060	3692	2870	5619	2053
AT5G07330	15	0	0	895
AT1G04890	0	0	0	2218
AT1G05590	1486	1305	2478	2527
AT2G24370	1	2	2	3085
AT1G54820	5947	5346	11000	3546
AT4G30210	9100	11958	16155	4159
AT4G24730	607	697	1145	4819
AT2G29530	915	540	1581	1533
AT1G70340	111	141	209	2653
AT1G23240	0	0	0	1911
AT5G28052	0	0	0	96
AT1G36370	2580	11668	5432	2598
AT3G44100	2451	2356	4251	1272
AT1G73690	42	26	62	2334
AT3G06000	0	0	0	636
AT1G01910	3217	3483	6336	2688
AT4G13790	0	0	0	509
AT3G13720	1192	1711	2624	938
AT1G75440	756	905	1236	1636
AT3G13724	0	0	0	97
AT4G14220	1144	793	1774	2682
AT4G14225	0	1	0	426
AT4G14226	0	0	0	168
AT3G19400	1162	1309	2202	1533
AT1G74310	426	344	745	3683
AT5G66090	2287	2115	4425	1437
AT4G23420	85	76	102	3173
AT1G68440	2155	3750	4313	1241
AT1G27590	590	506	982	2459
AT1G72870	13	14	17	2162
AT2G39120	71	47	153	1164
AT5G61170	10888	5572	19771	1342
AT2G28660	305	344	580	1791
AT4G31160	2868	1724	4338	7223
AT5G11320	5	1	2	2115
AT2G34330	0	0	0	863
AT2G25295	1	1	1	489
AT5G27715	0	0	0	72
AT2G25290	1067	789	1607	2915
AT1G42550	12213	16198	24732	2939
AT5G10050	856	913	1681	1531
AT2G37678	616	1011	1265	1329
AT2G37670	13	8	13	3153
AT3G03780	45652	28864	71453	3746
AT5G27140	1	0	1	2056
AT3G59310	769	989	1543	2667
AT5G67060	10	12	26	1123
AT5G58930	1256	1341	2759	2147
AT5G63110	1254	1232	2209	2724
AT2G44304	0	0	0	156
AT2G41150	133	79	166	2136
AT2G44300	252	149	470	1041
AT3G02780	4105	4150	7494	2252
AT4G23280	28	17	19	2732
AT2G19770	0	0	2	1555
AT2G47650	1862	2096	3483	2864
AT3G45760	0	0	1	2764
AT3G08520	3	4	12	175
AT1G72250	332	318	604	5470
AT2G04740	1253	719	1859	2569
AT5G56570	0	0	0	1861
AT1G69710	41	20	29	4581
AT1G62120	184	170	363	1589
AT4G22770	39	28	71	2057
AT2G41480	89	68	98	1920
AT3G04400	21449	17659	45568	1384
AT5G63760	443	399	743	1956
AT4G05230	0	0	0	621
AT4G03165	0	0	0	914
AT4G03160	0	0	0	707
AT2G08986	0	0	0	8403
AT2G48160	6385	5718	10112	7413
AT5G17580	369	342	626	1877
AT4G22485	1	0	1	1971
AT2G33950	0	0	0	72
AT1G78920	5125	4810	9316	5500
AT1G77750	828	554	1410	1371
AT5G10580	0	0	0	1314
AT1G48560	105	121	214	2415
AT1G58280	1255	1096	1992	2189
AT1G71750	403	332	596	1425
AT2G36200	673	674	981	5446
AT3G09690	928	797	1584	2971
AT5G63800	15238	17177	23687	5795
AT3G05750	1171	901	1801	3559
AT1G63650	24	27	84	3250
AT3G05755	0	0	0	72
AT1G55700	0	0	0	2040
AT4G29700	177	702	641	1682
AT3G56920	0	1	1	2055
AT2G40350	3	0	0	474
AT5G45870	0	0	0	480
AT5G61400	81	71	149	1965
AT1G65550	0	0	1	3107
AT5G20260	0	0	5	2727
AT2G46210	74	81	156	1658
AT3G54270	98	85	160	2765
AT3G20140	2	2	3	1613
AT4G06534	248	743	591	1218
AT4G02690	9	1	1	2066
AT4G32530	3332	3314	5768	1987
AT4G07825	2233	2246	3737	1499
AT2G02370	429	594	658	2190
AT1G63380	34	37	57	923
AT1G76400	3071	2201	4501	3157
AT1G76405	797	859	1553	1906
AT3G01920	1440	1327	2296	1690
AT4G08460	1900	1862	3574	3486
AT5G55170	30	13	28	808
AT1G09350	71	71	131	1623
AT1G01630	3953	3966	7948	1905
AT5G54225	0	0	0	444
AT4G02340	1887	2326	3237	1935
AT1G06360	200	516	1042	1497
AT3G20490	479	464	667	2998
AT5G61720	0	0	0	1616
AT1G49210	9	124	39	876
AT4G31940	0	0	0	2173
AT5G52680	0	0	1	1051
AT2G39940	2694	2512	4272	3256
AT1G70800	42	41	85	1086
AT5G13770	15300	18784	30196	2054
AT3G30247	0	0	0	537
AT5G16720	504	625	1122	2583
AT5G19510	15148	10686	28678	1591
AT2G41970	0	0	0	2378
AT5G44470	0	0	0	426
AT5G55790	936	843	1893	666
AT4G34270	1277	1398	2376	2397
AT4G34272	0	0	0	117
AT3G04250	0	0	0	879
AT1G27930	2656	1944	3567	1460
AT5G51080	289	262	460	2174
AT1G30530	3322	2539	7153	1925
AT1G34095	0	0	0	845
AT4G04972	0	3	3	508
AT5G43840	3	24	18	928
AT5G53790	1	0	0	1761
AT1G50960	0	0	0	2171
AT4G05370	0	0	5	450
AT4G05460	524	671	1014	1565
AT2G44040	2418	1862	4414	2336
AT3G21360	823	1013	1486	1777
AT2G42440	0	0	0	1117
AT5G51330	23	16	40	3006
AT5G04510	2138	2133	3414	3043
AT4G19450	2364	1680	3852	2883
AT4G01610	3682	4352	6237	2512
AT1G25320	324	484	663	2454
AT3G57440	8	10	5	1917
AT2G44840	40	131	255	932
AT5G41560	400	592	884	1406
AT5G53240	2	1	2	1259
AT5G18640	1681	2500	2995	2981
AT4G34890	3612	3930	5905	6485
AT5G14760	1252	726	1695	3686
AT1G11110	0	0	0	2296
AT5G48450	274	396	609	2874
AT1G73860	50	36	61	5872
AT2G38310	1778	636	2267	1106
AT3G28520	0	0	0	1437
AT5G16890	516	434	864	3289
AT5G46020	8036	7899	14439	2029
AT2G07560	0	0	1	4041
AT5G11040	2218	2345	3754	5636
AT5G47850	59	56	89	2382
AT5G36970	0	0	0	828
AT1G79100	0	0	1	741
AT1G74350	0	0	0	2262
AT5G14495	0	0	0	72
AT5G14490	0	1	2	1294
AT4G04020	21110	19976	33655	1807
AT1G33040	4840	4794	10584	1374
AT3G11435	0	0	0	133
ATMG00500	22	8	27	426
AT3G11430	2	0	1	2188
AT4G40050	2482	2398	4200	2979
AT5G35470	0	0	0	273
AT4G16070	814	900	1497	4112
AT1G25425	212	286	490	632
AT2G18140	0	0	0	1295
AT1G25422	43	55	86	1041
AT1G25420	1496	1597	2722	2174
AT1G26680	1	0	0	4187
AT5G49910	43883	24256	77677	3056
AT5G46720	93	65	129	581
AT5G42030	4705	5293	8915	1800
AT1G66145	0	0	0	306
AT3G07710	0	0	0	438
AT1G66140	1269	896	2244	2168
AT2G19890	0	1	2	2394
AT3G11380	0	0	0	1701
AT3G11385	0	0	0	2301
AT5G56530	630	549	1222	2544
AT1G10865	514	534	1014	1617
AT3G23430	561	475	919	5789
AT1G24190	3412	3884	5768	6948
AT3G27328	0	0	0	153
AT3G27329	0	0	0	369
AT3G46050	0	0	0	1113
AT3G27320	1200	1020	2142	2590
AT4G18465	533	647	1033	4556
AT3G27325	1930	1577	3415	7141
AT4G18460	447	405	843	1260
AT5G01030	1261	1028	2325	3306
AT1G27480	4270	3176	6831	1772
AT1G48970	1735	1460	2713	4120
AT1G47400	50	58	120	470
AT1G29930	1656705	2162888	4005889	1044
AT2G22230	2826	2763	6273	1639
AT5G35698	0	0	0	234
AT4G17300	5317	5406	10409	3437
AT5G35690	2915	3535	4947	3387
AT2G19230	0	0	0	4980
AT5G35695	0	0	0	822
AT1G51470	0	0	0	3002
AT1G27150	1160	1583	2157	3228
AT5G39420	16	24	40	3092
AT5G06110	4707	2765	7134	3043
AT1G62240	3	3	22	889
AT1G32020	0	0	0	516
AT5G40760	839	989	1546	4027
AT1G29680	1	4	47	1172
AT1G35550	2	3	5	631
AT1G11980	0	0	0	237
AT3G50940	11	3	14	1849
AT3G60710	20	23	21	1275
AT5G35526	0	0	0	111
AT1G17770	0	0	0	2082
AT1G13850	0	0	0	73
AT5G35520	286	282	541	1730
AT4G19330	0	0	0	3694
AT1G28080	9	6	16	1721
AT5G43070	609	362	991	677
AT1G77410	148	128	334	4568
AT5G06265	762	544	1175	2876
AT3G20800	1020	990	1669	2811
AT1G12180	0	0	0	717
AT5G07130	163	138	260	2054
AT5G07135	0	0	0	71
AT1G79520	1437	1259	1988	2365
AT1G20680	2	8	12	1395
AT1G79529	29	39	47	749
AT3G47010	482	570	930	2883
AT5G38110	451	466	884	1746
AT1G28330	588	4025	1856	1350
AT3G14260	0	0	0	1051
AT1G28335	0	0	0	733
AT5G40180	7	7	2	284
AT2G13570	66	30	100	648
AT1G50700	281	314	528	2669
AT5G62400	1	0	0	993
AT1G23480	2194	2313	3907	3366
AT5G28295	0	0	0	496
AT5G03300	5522	4575	10302	2735
AT1G52410	2063	2021	4135	4897
AT1G52415	0	0	0	723
AT4G38180	486	377	808	3164
AT3G53410	576	586	1026	1378
AT4G13550	3503	3385	5290	5907
AT4G37200	6048	6224	10114	1744
AT4G13555	0	0	0	109
AT4G13554	0	0	0	377
AT2G02630	0	0	0	2056
AT3G13120	22509	20828	44384	1856
AT2G43180	1427	1166	2353	2333
AT1G04070	174	130	355	634
AT4G14020	361	422	598	522
AT5G01830	418	264	673	2475
AT3G55810	0	0	2	1532
AT5G22608	422	435	825	1281
AT3G12290	5291	5806	10246	2018
AT5G57020	3260	3763	6142	2035
AT1G10760	25175	30699	42271	9895
AT5G42850	1791	1634	3126	917
AT5G61820	3606	4422	5443	2378
AT3G14840	3788	3892	5518	5952
AT5G37160	0	0	0	2951
AT3G61390	1	1	0	2021
AT2G43450	0	0	1	992
AT3G19170	50392	46647	79941	6613
AT5G38800	0	0	0	606
AT5G08370	2579	2033	4367	2660
AT5G19257	0	0	0	99
AT5G27380	5368	6252	9576	2992
AT5G19250	8630	8964	18024	1040
AT1G19520	2329	1468	3789	2814
AT5G19172	0	0	0	618
AT1G57160	0	0	0	37
AT5G66870	0	0	2	2815
AT2G14080	3866	5410	5498	4415
AT3G45560	0	0	0	3045
AT1G01240	2292	3445	4102	1913
AT5G37780	2167	3192	4732	1679
AT3G54790	1818	2169	3518	3592
AT2G15930	0	0	0	389
AT1G53420	0	1	0	4869
AT3G49640	607	604	1093	2564
AT1G56410	4	4	8	2095
AT3G49645	344	311	558	1787
AT1G56418	0	0	0	419
AT3G61970	564	496	1190	1389
AT2G17680	0	0	0	1371
AT3G02810	0	0	0	2526
AT1G02910	5296	5162	9427	2572
AT4G10230	0	0	0	925
AT1G61280	5	10	25	496
AT4G11540	0	0	0	1578
AT4G15040	1	6	9	2750
AT3G59010	478	419	820	2410
AT3G63530	603	457	1044	2303
AT1G05030	891	854	1381	3266
AT1G01790	17983	17579	28190	6485
AT5G09420	263	169	453	3634
AT1G15840	3	4	2	943
AT3G51220	134	110	296	904
AT2G15680	0	0	0	647
AT1G80990	0	0	0	772
AT1G18690	399	373	481	3349
AT5G36780	0	1	3	2104
AT1G61750	0	0	0	1706
AT1G13440	114256	90152	203970	2452
AT1G13448	84	150	205	687
AT3G22420	3026	2791	5113	2549
AT3G22421	0	0	0	1281
AT3G22425	1228	1215	1975	2169
AT2G16790	145	231	251	1281
AT5G24120	5804	6913	9019	2679
AT3G55100	0	0	0	2051
AT1G59640	126	133	179	2022
AT1G18340	739	609	1253	2449
AT1G55140	2434	2114	4369	1944
AT5G25830	54	46	82	1190
AT2G24945	0	0	0	2820
AT2G21710	545	495	976	2533
AT2G24940	6	16	24	2839
AT5G05210	2268	1801	4580	2369
AT5G61240	2666	1366	4275	2947
AT4G27490	518	309	898	1998
AT2G23620	25	14	22	1913
AT3G54470	5933	3557	10932	2209
AT4G16530	604	792	1211	4459
AT2G31945	6	30	33	546
AT2G31940	9	8	12	513
AT3G58760	1005	1051	1785	3215
AT2G16245	0	0	2	916
AT1G02260	585	593	1034	2437
AT2G21185	227	338	429	612
AT3G50570	54	89	97	781
AT1G03790	53	0	0	1573
AT1G06560	937	751	1700	4392
AT5G20710	18	8	20	3728
AT4G12090	4	1	4	760
AT3G53880	291	270	500	2118
AT3G53360	110	87	143	2307
AT4G27720	3882	3960	6953	2777
AT1G10240	692	566	1093	3159
AT3G50685	8983	8986	18490	680
AT1G21010	584	1498	1631	818
AT3G50682	0	0	0	129
AT1G09625	0	0	0	431
AT1G09620	11317	10183	20628	3922
AT5G01770	1317	1120	2111	7672
AT3G10330	729	879	1593	2086
AT5G59320	454	446	322	775
AT5G06740	0	2	0	1959
AT5G37600	4067	3820	6594	2506
AT5G64560	660	707	1323	2873
AT2G32410	510	345	806	3485
AT2G32415	839	780	1496	4320
AT2G25700	0	1	0	880
AT1G03130	173845	208245	389721	892
AT3G15670	33	5	2	1103
AT4G25380	0	0	3	393
AT1G51130	190	211	266	2428
AT1G30730	79	459	150	1681
AT4G21890	236	239	439	1061
AT2G30300	27	1	25	1822
AT4G29980	0	0	0	630
AT1G02610	504	3010	970	2945
AT3G01670	3092	3331	6018	3237
AT3G05950	0	2	0	941
AT4G33970	13	17	27	2100
AT4G25650	8831	11184	17460	2297
AT5G26710	3663	3086	6732	2928
AT5G26717	2	0	0	440
AT3G06900	24	4	4	574
AT1G30080	1	3	5	2269
AT4G21760	708	377	755	2722
AT4G12320	19368	8269	25490	1892
AT5G53000	1699	1681	2965	2537
AT1G75760	691	639	1180	2015
AT4G13050	1929	1188	3129	2056
AT3G52860	433	403	800	920
AT2G28250	108	143	181	2704
AT1G69280	105	87	140	3031
AT1G78300	5630	5838	11717	1715
AT5G61930	295	312	503	1747
AT4G28580	0	0	0	1564
AT2G38152	11	2	19	1217
AT2G38150	0	0	2	1218
AT3G18650	0	0	0	1161
AT3G14100	3082	3356	5361	3244
AT1G31300	2352	2410	4191	2620
AT1G70680	4	8	13	1515
AT2G39681	925	416	1097	1034
AT2G36460	6579	7166	13228	1814
AT5G11280	1005	1092	1785	1275
AT4G20380	1431	1732	2547	2272
AT5G60790	7760	4805	12824	2713
AT3G02370	89	85	163	1124
AT4G28630	1111	1059	2018	2600
AT1G47200	2273	2244	4510	787
AT2G38480	691	771	1170	1057
AT3G42800	64	95	48	1806
AT2G29700	2029	2316	3837	748
AT4G30400	1118	710	1920	1683
AT5G12880	3	5	0	444
AT2G33450	17493	16217	35216	955
AT2G26975	1747	1602	3321	693
AT5G57270	1374	1027	2173	3179
AT2G26970	555	700	983	2194
AT2G31160	19	38	39	935
AT2G18300	17202	14219	31784	2298
AT2G36790	26	37	63	1677
AT4G36808	36	19	47	663
AT1G13130	23	21	38	3222
AT3G44310	73805	64526	143410	2240
AT4G36800	6334	6735	11031	1810
AT1G73080	1071	2232	2243	3689
AT5G08470	2862	2849	5042	7132
AT1G22530	2040	3296	5380	2950
AT5G35220	8182	4765	13806	3154
AT1G72930	12599	9121	20346	1013
AT4G20960	2781	2188	5054	1699
AT2G41720	4609	3761	7626	3490
AT2G44530	2524	2443	4246	2629
AT3G02590	0	0	1	1214
AT4G02650	0	0	1	2201
AT4G00810	7329	5957	15340	1233
AT1G73330	9	11	4	1000
AT2G05620	14662	12738	27149	850
AT3G19235	0	0	0	73
AT3G19230	68	99	135	2432
AT3G03420	702	579	1132	1580
AT5G54850	77	158	175	1770
AT5G54855	698	981	1466	1621
AT4G02655	1	1	1	575
AT5G56980	1389	2448	2456	1663
AT1G05950	93	125	216	3071
AT1G72680	419	631	882	1785
AT2G34100	0	0	0	2388
AT2G39350	76	109	123	2473
AT4G09670	4528	4612	8590	1973
AT5G10625	12	2	3	995
AT1G47970	3406	3701	7379	1548
AT3G45040	731	866	1189	3092
AT1G76300	1311	1000	2638	1484
AT2G35470	670	1188	1593	1020
AT1G02065	0	0	1	2132
AT5G17930	1646	1119	2737	4433
AT1G15740	5414	9347	9681	4012
AT5G67488	5	11	8	918
AT1G62085	245	272	538	1386
AT4G31460	998	946	1959	1770
AT1G62080	0	0	0	708
AT1G32620	0	0	0	38
AT1G56350	363	293	585	3211
AT5G56340	1280	1836	2811	2098
AT4G36110	27	57	45	877
AT5G60650	53	40	133	607
AT3G60550	0	2	6	837
AT3G07940	1580	1431	2525	2330
AT1G23074	0	0	0	165
AT5G51510	632	624	1151	1546
AT2G03700	0	0	0	72
AT1G69500	0	0	0	2118
AT5G39200	0	0	0	736
AT3G09240	7	15	12	2289
AT1G67560	2572	3435	4746	4366
AT5G67150	1395	1302	2389	1542
AT4G22520	6	1	4	357
AT1G78680	7982	7870	13655	2490
ATMG00980	289	94	207	378
AT3G05540	0	0	0	1544
AT2G01630	1449	1222	2242	2842
AT3G05545	3493	3650	5801	3313
AT4G29510	2282	1790	4245	2377
AT1G64030	0	0	0	1476
AT3G60080	1470	988	2632	1488
AT2G47370	740	615	1212	1395
AT5G49530	1304	1071	2033	3869
AT5G64401	0	0	2	162
AT2G38970	1066	1036	2106	2972
AT2G04280	4266	4468	8698	2022
AT5G53850	5439	5591	9377	3930
AT5G06290	23514	22476	45513	2213
AT1G49530	89	101	161	1261
AT2G46390	1075	1095	2295	760
ATMG00320	0	3	0	384
AT1G26940	454	461	876	2020
AT4G37445	64	53	124	840
AT1G26945	1070	976	1976	1308
AT4G37440	2714	3247	4733	2865
AT1G10560	71	352	455	2386
AT3G28220	6624	9206	16403	2325
AT1G34110	1043	1040	1907	4348
AT3G28223	0	0	0	1485
AT5G12410	1202	1253	2633	2174
AT4G02060	1635	1319	2703	4203
AT3G25870	128	87	209	968
AT2G46020	5703	5681	9280	8631
AT3G20750	0	0	0	1402
AT4G37990	58	101	4	1764
AT5G05980	1833	1628	3110	5003
AT2G43610	35	17	91	1385
AT5G03140	1646	963	2260	2427
AT4G05494	0	0	0	159
AT4G05497	8	10	17	899
AT5G48740	141	91	293	4175
AT4G05490	0	0	1	1209
AT3G27900	23	21	36	735
AT4G18205	1246	1837	1909	1514
AT1G65070	2369	1810	3839	3412
AT3G27906	351	314	738	925
AT5G54070	0	0	1	1669
AT4G35590	5	8	12	1957
AT5G54075	0	0	0	361
AT1G24095	50	60	101	1683
AT1G24090	96	65	145	2288
AT1G60640	1585	767	2791	2298
AT3G31900	0	0	0	2352
AT3G28480	1089	909	1678	2265
AT3G25221	0	0	0	105
AT3G25220	1667	1520	3159	2064
AT5G16910	1567	1821	2597	3902
AT5G19720	0	0	0	924
AT5G19729	0	0	0	114
AT3G29575	703	1195	1163	1791
AT2G20270	2211	1942	4085	1875
AT3G29570	0	0	0	984
AT1G62863	0	0	0	168
AT4G10030	1459	1634	2743	3001
AT3G48860	1514	1800	2799	4608
AT4G11780	54	28	76	2243
AT4G15200	0	0	2	2768
AT4G19550	373	223	515	2059
AT2G20020	4920	3478	8382	2806
AT2G04910	0	0	1	375
AT5G43650	3	16	5	1604
AT3G29680	304	489	500	1384
AT5G41240	635	669	1256	2704
AT5G25790	146	179	216	2160
AT2G01390	100	152	232	1882
AT5G46025	0	0	0	342
AT5G49030	15948	13261	27237	7519
AT4G10780	0	1	5	2679
AT5G36540	0	0	0	357
AT3G16750	559	486	958	1531
AT1G33230	1290	1551	2597	3426
AT5G47370	1777	4219	4593	1598
AT3G63040	0	0	0	654
AT5G22170	1	0	0	616
AT3G22620	7	7	15	1057
AT4G01800	22619	25902	43640	5423
AT1G67910	225	807	673	1153
AT3G26750	251	200	388	2104
AT5G41790	15938	10558	22806	5318
AT1G18100	5	0	0	2972
AT1G03560	637	611	1303	2255
AT1G47560	261	296	476	6544
AT5G14510	55	87	125	1222
AT3G22990	1122	1099	2021	2396
AT1G28980	0	0	0	72
AT2G23420	3018	2940	4686	3492
AT3G26280	4703	5830	7002	1810
AT5G46680	160	80	166	1634
AT5G65940	2525	2627	4709	2626
AT2G27550	0	0	0	1431
AT1G26160	1446	1474	2790	2539
AT5G27520	392	2258	765	1973
AT2G19910	44	60	66	4938
AT1G22670	0	1	1	1663
AT3G51970	134	139	179	1244
AT1G80520	91	36	152	579
AT5G02950	327	566	612	2229
AT5G40680	1	1	3	1248
AT2G27080	292	818	1171	1217
AT4G26030	0	0	1	663
AT5G46970	0	0	0	495
AT4G18780	674	484	1344	4167
AT4G07408	0	0	0	189
AT3G27480	0	0	1	2336
AT5G42260	0	0	0	1524
AT3G24660	327	329	764	2368
AT4G07400	391	505	775	1665
AT5G47080	1237	1262	2026	1951
AT2G13980	0	0	0	516
AT5G06180	372	270	505	2462
AT5G40530	728	433	1184	1726
AT1G67000	34	34	56	3539
AT5G17680	23	25	32	4155
AT1G18810	2355	1803	4433	1435
AT1G23070	10	3	1	1997
AT3G62830	2189	2106	3790	3182
AT3G27150	15	7	19	2200
AT3G15470	2277	2474	4183	3957
AT5G01200	71	161	156	1428
AT4G22785	0	0	0	81
AT2G21860	6710	3416	11378	1745
AT5G05987	453	465	800	2047
AT5G05985	0	0	0	74
AT3G24590	3494	2965	6019	1497
AT1G16410	20111	15183	29462	2620
AT1G29760	631	1102	1333	1997
AT1G53240	33227	14368	49839	2323
AT3G17830	1019	584	1625	2862
AT3G46570	0	0	0	1071
AT5G48350	0	0	1	1225
AT5G07580	2792	3010	5671	1098
AT4G17170	4654	5699	9118	1654
AT2G11852	0	0	0	213
AT2G11851	0	0	0	4049
AT5G65760	1550	1580	2661	2773
AT4G21560	878	1255	1634	1773
AT5G66880	1432	2652	2790	2417
AT5G43130	3275	3616	6017	5725
AT4G12520	0	0	0	683
AT1G50575	1323	907	2306	1691
AT1G50570	1931	2335	3578	2055
AT5G62230	78	53	153	6107
AT1G07940	80858	60851	151059	2552
AT1G23690	0	0	0	1508
AT4G13690	28	34	86	2418
AT4G27810	3	8	8	1226
AT5G60700	743	1173	1311	2820
AT1G20520	0	0	0	696
AT3G47190	3	0	1	1676
AT1G79480	74	40	112	1878
AT3G10640	1069	1360	1877	1730
AT5G28730	0	0	0	1216
ATCG00360	269	55	140	1168
AT3G62510	7	12	24	377
AT4G25710	318	257	551	1391
AT1G04870	1565	1141	2802	2529
AT4G25719	0	5	2	1230
AT2G17180	0	0	0	813
AT3G12640	1630	1688	3063	3657
AT1G74160	2406	2063	3888	5006
AT1G52590	1581	1325	2574	1265
AT2G21130	151	246	376	835
AT5G38300	63	63	158	1077
AT3G47220	8	14	12	2787
AT3G61580	13142	19367	26374	1926
AT3G17160	708	846	1872	929
AT3G44550	28	2	4	3530
AT2G31360	7233	6644	14135	1949
AT1G52620	276	199	490	2477
AT1G33612	17	14	11	1538
AT3G53600	3	3	2	528
ATCG01090	150	12	46	519
AT3G48410	106	155	248	2487
AT1G51090	231	237	442	1014
AT1G21690	969	1004	1853	2953
AT5G23870	728	513	1129	4158
AT1G21695	52	54	100	980
AT2G16850	359	288	769	1857
AT2G25930	1218	1808	2890	4290
AT2G17723	0	0	0	542
AT2G17720	1253	1026	2009	2233
AT3G44880	4489	5280	7722	2718
AT5G45640	0	0	0	4128
AT3G19030	2018	4495	9938	446
AT5G26990	729	821	1395	2849
AT3G55605	388	247	646	1383
AT3G19035	0	0	0	105
AT5G22470	68	0	0	4076
AT3G55600	331	392	616	2028
AT2G24040	230	258	445	686
AT3G62580	3365	2896	5001	1124
AT5G59610	1127	934	1802	1907
AT5G66440	174	170	370	863
AT4G24040	339	528	592	3053
AT5G59616	0	0	0	567
AT1G21340	0	0	0	783
