gene_name	species	junct	class	A_alt	A_nrm	B_alt	B_nrm	C_alt	C_nrm	unique_code
AT5G01770	AT	21-22	ALTA	2	118	2	60	1	117	295043:295080:+:ALTA
AT5G01770	AT	21-22	IR	48	72	23	39	32	86	na:na:+:IR
AT5G01770	AT	5-6	ALTA	25	4	21	5	38	6	300604:300612:+:ALTA
AT5G01770	AT	5-6	IR	4	25	5	21	6	38	na:na:+:IR
AT5G01770	AT	7-8	ALTA	6	41	4	40	7	60	299682:299698:+:ALTA
AT5G01770	AT	7-8	IR	1	46	1	43	5	62	na:na:+:IR
AT3G10330	AT	1-2	IR	5	102	7	115	12	207	na:na:+:IR
AT3G10330	AT	3-4	IR	2	112	3	154	1	265	na:na:+:IR
AT3G10330	AT	4-5	IR	10	74	8	106	14	195	na:na:+:IR
AT3G10330	AT	5-6	IR	5	69	3	90	2	142	na:na:+:IR
AT5G37600	AT	1-2	IR	20	501	11	503	24	905	na:na:+:IR
AT5G37600	AT	3-4	IR	7	338	4	281	6	452	na:na:+:IR
AT5G37600	AT	4-5	IR	3	553	2	451	1	756	na:na:+:IR
AT5G37600	AT	5-6	IR	3	556	1	478	2	806	na:na:+:IR
AT5G37600	AT	6-7	IR	9	421	4	423	9	621	na:na:+:IR
AT5G37600	AT	7-8	IR	8	512	4	446	9	761	na:na:+:IR
AT5G37600	AT	8-9	IR	30	524	13	538	54	1027	na:na:+:IR
AT5G64560	AT	1-2	IR	1	43	1	59	2	116	na:na:+:IR
AT5G64560	AT	6-7	ALTD	3	65	4	66	4	117	25808102:25808109:+:ALTD
AT5G64560	AT	8-9	IR	28	74	22	81	51	170	na:na:+:IR
AT2G32410	AT	10-11	IR	12	59	2	42	10	80	na:na:+:IR
AT2G32410	AT	11-12	IR	1	24	2	22	1	62	na:na:+:IR
AT2G32410	AT	8-9	IR	1	29	2	22	2	59	na:na:+:IR
AT2G32410	AT	9-10	IR	1	88	1	46	3	82	na:na:+:IR
AT2G32415	AT	12-13	ALTA	10	37	3	37	7	94	13761371:13761392:+:ALTA
AT2G32415	AT	12-13	IR	4	43	7	33	11	90	na:na:+:IR
AT2G32415	AT	6-7	ALTA	8	55	5	47	19	65	13763782:13763784:+:ALTA
AT2G32415	AT	6-7	IR	49	14	34	18	59	25	na:na:+:IR
AT2G32415	AT	9-10	IR	9	49	13	36	8	57	na:na:+:IR
AT1G03130	AT	1	CRIN	16	173829	5	208240	15	389706	753756:753833:-:CRIN
AT1G03130	AT	1	CRIN	13	173832	16	208229	35	389686	753763:753840:-:CRIN
AT1G03130	AT	1	CRIN	4	173841	4	208241	11	389710	753806:753895:-:CRIN
AT1G03130	AT	1	CRIN	1	173844	2	208243	2	389719	753815:753901:-:CRIN
AT1G02610	AT	2-3	IR	9	128	71	683	34	210	na:na:+:IR
AT1G02610	AT	3-4	IR	1	108	9	721	4	194	na:na:+:IR
AT1G02610	AT	4-5	IR	29	73	150	395	72	127	na:na:+:IR
AT1G02610	AT	5-6	IR	4	77	42	472	13	160	na:na:+:IR
AT1G02610	AT	6-7	IR	9	16	60	215	22	56	na:na:+:IR
AT3G01670	AT	3-4	IR	4	179	5	178	5	367	na:na:+:IR
AT3G01670	AT	4-5	IR	4	111	3	128	4	232	na:na:+:IR
AT3G01670	AT	5-6	IR	18	95	17	99	25	163	na:na:+:IR
AT3G01670	AT	6-7	IR	3	171	5	158	14	287	na:na:+:IR
AT4G25650	AT	1	CRIN	6	8825	1	11183	4	17456	13082810:13082911:-:CRIN
AT4G25650	AT	1-2	ALTP	2	873	7	1222	4	1856	13082515:13082519:+:ALTA;13082638:13082741:-:ALTD
AT4G25650	AT	1-2	IR	15	860	1	1228	6	1854	na:na:+:IR
AT4G25650	AT	2-3	IR	35	642	16	830	42	1186	na:na:+:IR
AT4G25650	AT	3	CRIN	3	8828	2	11182	4	17456	13082086:13082159:-:CRIN
AT4G25650	AT	3	CRIN	875	7956	1128	10056	1639	15821	13082091:13082159:-:CRIN
AT4G25650	AT	3-3	CREX	1	8830	2	11182	2	17458	13082091:13082159:+:CREX
AT4G25650	AT	3-4	IR	4	738	1	863	4	1213	na:na:+:IR
AT4G25650	AT	4-5	IR	1	1037	3	975	5	1677	na:na:+:IR
AT5G26710	AT	1-2	IR	2	219	3	206	1	489	na:na:+:IR
AT5G26710	AT	2-3	IR	2	148	1	134	1	276	na:na:+:IR
AT4G21760	AT	10-11	IR	3	88	14	51	13	100	na:na:+:IR
AT4G21760	AT	11-12	IR	2	80	9	29	12	67	na:na:+:IR
AT4G21760	AT	4-5	IR	8	66	2	27	7	84	na:na:+:IR
AT4G21760	AT	6-7	IR	3	51	1	39	9	74	na:na:+:IR
AT4G21760	AT	7-8	IR	3	77	2	57	2	76	na:na:+:IR
AT4G21760	AT	9-10	ALTP	99	49	38	27	83	53	11563224:11563227:-:ALTD;11563299:11563332:+:ALTA
AT4G21760	AT	9-10	ALTA	6	142	1	64	11	125	11563299:11563332:+:ALTA
AT4G21760	AT	9-10	IR	39	109	26	39	38	98	na:na:+:IR
AT4G12320	AT	1	CRIN	1	19367	1	8268	1	25489	7315848:7315901:-:CRIN
AT4G12320	AT	1-2	ALTD	1	2429	2	951	1	2836	7315638:7315714:+:ALTD
AT4G12320	AT	1-2	IR	534	1896	90	863	389	2448	na:na:+:IR
AT5G53000	AT	1-2	IR	3	155	2	198	4	353	na:na:+:IR
AT5G53000	AT	5-6	IR	1	154	4	153	6	234	na:na:+:IR
AT1G75760	AT	1-2	IR	5	69	14	68	18	99	na:na:+:IR
AT1G75760	AT	2-3	IR	4	115	3	111	3	210	na:na:+:IR
AT1G75760	AT	3-4	IR	2	115	3	94	5	177	na:na:+:IR
AT1G75760	AT	4-5	IR	1	81	7	81	7	139	na:na:+:IR
AT1G75760	AT	5-6	IR	4	107	10	94	13	185	na:na:+:IR
AT4G13050	AT	1-2	IR	4	165	1	117	2	304	na:na:+:IR
AT4G13050	AT	2-3	IR	18	258	5	179	26	454	na:na:+:IR
AT4G13050	AT	4-5	IR	37	272	21	157	41	356	na:na:+:IR
AT4G13050	AT	5-6	IR	3	201	5	128	2	366	na:na:+:IR
AT4G13050	AT	1-4	SKIP	1	1928	1	1187	2	3127	1-4
AT3G52860	AT	1-2	IR	9	96	7	109	15	226	na:na:+:IR
AT3G52860	AT	2-3	IR	6	173	6	126	15	258	na:na:+:IR
AT1G69280	AT	1-2	ALTD	4	7	1	2	2	2	26046783:26046788:-:ALTD
AT1G69280	AT	3-4	IR	7	2	4	0	5	6	na:na:+:IR
AT1G78300	AT	2-3	IR	2	788	2	861	9	1659	na:na:+:IR
AT1G78300	AT	3-4	IR	8	708	2	682	7	1413	na:na:+:IR
AT5G61930	AT	1-2	IR	1	29	1	35	2	62	na:na:+:IR
AT3G14100	AT	1-2	IR	3	325	6	337	8	552	na:na:+:IR
AT3G14100	AT	10-11	IR	6	349	13	356	19	563	na:na:+:IR
AT3G14100	AT	11-12	IR	5	338	10	344	16	497	na:na:+:IR
AT3G14100	AT	3-4	IR	2	248	1	256	3	381	na:na:+:IR
AT3G14100	AT	8-9	IR	15	363	7	366	33	645	na:na:+:IR
AT3G14100	AT	9-10	IR	4	262	1	297	5	514	na:na:+:IR
AT3G14100	AT	1-3	SKIP	1	3081	9	3347	3	5358	1-3
AT1G31300	AT	1-2	ALTD	112	360	102	438	183	820	11193839:11193980:+:ALTD
AT1G31300	AT	1-2	CREX	6	466	7	533	24	979	11193962:11193980:+:CREX
AT1G31300	AT	1-2	ALTA	5	467	6	534	7	996	11193962:11194237:+:ALTA
AT1G31300	AT	1-2	IR	140	332	133	407	218	785	na:na:+:IR
AT1G31300	AT	2-3	ALTP	1	377	2	335	2	522	11194374:11194448:-:ALTD;11194540:11194565:-:ALTA
AT1G31300	AT	3-4	IR	6	324	6	308	9	511	na:na:+:IR
AT1G31300	AT	6-7	IR	1	351	7	350	8	582	na:na:+:IR
AT1G31300	AT	7-8	IR	14	281	13	235	11	419	na:na:+:IR
AT1G31300	AT	8-9	IR	19	275	12	249	19	452	na:na:+:IR
AT2G39681	AT	1	CRIN	17	908	15	401	61	1036	16539672:16540239:-:CRIN
AT2G36460	AT	1-2	IR	13	1396	8	1674	28	3149	na:na:+:IR
AT2G36460	AT	2-3	IR	70	853	58	989	120	1727	na:na:+:IR
AT5G11280	AT	1-2	ALTA	2	206	2	208	2	386	3597735:3597746:-:ALTA
AT5G11280	AT	2-3	IR	3	317	4	304	5	522	na:na:+:IR
AT4G20380	AT	1-2	ALTA	6	236	8	349	27	486	11004835:11004837:-:ALTA
AT4G20380	AT	1-2	IR	4	238	4	353	3	510	na:na:+:IR
AT4G20380	AT	2-3	ALTA	17	194	14	312	14	522	11004964:11005021:+:ALTA
AT4G20380	AT	2-3	ALTA	50	161	72	254	79	457	11005022:11005024:-:ALTA
AT4G20380	AT	2-3	IR	5	206	9	317	34	502	na:na:+:IR
AT4G20380	AT	3-4	IR	9	229	5	252	1	419	na:na:+:IR
AT4G20380	AT	4-5	IR	3	0	12	0	13	0	na:na:+:IR
AT4G20380	AT	5-6	IR	7	0	7	0	10	0	na:na:+:IR
AT4G20380	AT	6-7	IR	6	0	5	1	13	3	na:na:+:IR
AT4G20380	AT	7-8	IR	47	232	33	283	72	385	na:na:+:IR
AT4G20380	AT	4-7	SKIP	304	1127	349	1383	442	2105	4-7
AT5G60790	AT	1-2	IR	2	496	1	265	7	804	na:na:+:IR
AT5G60790	AT	2-3	IR	7	318	1	225	7	564	na:na:+:IR
AT3G02370	AT	4-5	IR	25	0	14	0	36	0	na:na:+:IR
AT4G28630	AT	1	CRIN	7	1104	2	1057	2	2016	14140060:14140156:-:CRIN
AT4G28630	AT	1	CRIN	4	1107	5	1054	15	2003	14140065:14140156:-:CRIN
AT4G28630	AT	1	CRIN	1	1110	4	1055	2	2016	14140265:14140355:-:CRIN
AT4G28630	AT	1-2	IR	8	70	6	93	20	164	na:na:+:IR
AT4G30400	AT	1	CRIN	6	1112	2	708	1	1919	14867417:14867518:-:CRIN
AT2G33450	AT	1-2	ALTA	26	6190	27	5766	49	12822	14174148:14174151:-:ALTA
AT2G33450	AT	1-2	IR	291	5925	239	5554	407	12464	na:na:+:IR
AT5G57270	AT	1-2	ALTA	5	75	11	49	13	113	23203376:23203390:+:ALTA
AT5G57270	AT	1-2	IR	1	79	2	58	3	123	na:na:+:IR
AT5G57270	AT	2-3	ALTD	15	76	5	57	21	133	23203318:23203347:+:ALTD
AT5G57270	AT	2-3	IR	7	84	8	54	21	133	na:na:+:IR
AT5G57270	AT	6-7	IR	9	99	4	89	7	160	na:na:+:IR
AT5G57270	AT	7-8	IR	5	151	6	102	11	220	na:na:+:IR
AT5G57270	AT	8-9	IR	2	172	3	125	3	310	na:na:+:IR
AT5G57270	AT	9-10	IR	20	140	6	114	12	242	na:na:+:IR
AT2G26970	AT	1-2	ALTA	1	228	4	252	3	354	11511594:11511605:-:ALTA
AT2G26970	AT	1-2	IR	1	228	5	251	7	350	na:na:+:IR
AT2G26970	AT	2-3	IR	2	142	1	189	6	272	na:na:+:IR
AT2G26970	AT	3-4	IR	18	86	5	151	10	185	na:na:+:IR
AT2G26970	AT	4-5	IR	11	115	11	149	20	224	na:na:+:IR
AT2G26970	AT	7-8	IR	4	115	5	128	10	166	na:na:+:IR
AT2G18300	AT	1-2	IR	14	2402	6	2154	12	4886	na:na:+:IR
AT2G18300	AT	2-3	IR	43	1673	9	1298	42	2815	na:na:+:IR
AT2G18300	AT	3-4	IR	89	2174	41	1612	94	3456	na:na:+:IR
AT2G18300	AT	4-5	ALTA	2	1523	1	1202	1	2712	7953244:7953316:-:ALTA
AT2G18300	AT	4-5	ALTA	185	1340	118	1085	315	2398	7953311:7953316:-:ALTA
AT2G18300	AT	4-5	IR	181	1344	104	1099	311	2402	na:na:+:IR
AT2G18300	AT	5-6	IR	165	2168	103	1554	182	3492	na:na:+:IR
AT2G18300	AT	6-7	IR	3646	0	2718	0	5850	0	na:na:+:IR
AT4G36808	AT	1-2	IR	34	0	18	0	45	0	na:na:+:IR
AT3G44310	AT	1-2	IR	32	8309	4	7842	33	18492	na:na:+:IR
AT3G44310	AT	2-3	ALTD	13	11619	24	10251	37	23426	15987303:15987305:+:ALTD
AT3G44310	AT	2-3	ALTD	18	11614	6	10269	25	23438	15987303:15987551:+:ALTD
AT3G44310	AT	2-3	ALTD	2	11630	3	10272	2	23461	15987303:15987742:+:ALTD
AT3G44310	AT	2-3	IR	288	11344	50	10225	235	23228	na:na:+:IR
AT3G44310	AT	3	CRIN	1	73804	1	64525	9	143401	15988011:15988091:-:CRIN
AT3G44310	AT	3-4	ALTD	3	9444	4	7922	9	16700	15988215:15988225:-:ALTD
AT3G44310	AT	3-4	IR	67	9380	9	7917	58	16651	na:na:+:IR
AT3G44310	AT	4-5	ALTA	2	8302	2	7055	6	15457	15988687:15988701:-:ALTA
AT3G44310	AT	4-5	IR	458	7846	66	6991	478	14985	na:na:+:IR
AT4G36800	AT	1-2	ALTD	9	1838	14	2080	25	3973	17342584:17342678:-:ALTD
AT4G36800	AT	1-2	IR	1	1846	3	2091	9	3989	na:na:+:IR
AT4G36800	AT	2-3	IR	21	1065	17	1174	33	1739	na:na:+:IR
AT4G36800	AT	3-4	IR	6	931	13	877	13	1331	na:na:+:IR
AT4G36800	AT	4-5	IR	66	1043	55	1079	73	1657	na:na:+:IR
AT4G36800	AT	5-6	IR	1	982	3	1031	3	1623	na:na:+:IR
AT1G73080	AT	1-2	IR	7	84	6	152	17	153	na:na:+:IR
AT5G08470	AT	1-2	IR	2	74	1	84	2	129	na:na:+:IR
AT5G08470	AT	10-11	IR	7	87	3	79	11	139	na:na:+:IR
AT5G08470	AT	11-12	IR	21	112	11	71	21	161	na:na:+:IR
AT5G08470	AT	12-13	IR	8	142	4	118	6	243	na:na:+:IR
AT5G08470	AT	14-15	ALTA	1	170	4	142	12	225	2741977:2741979:-:ALTA
AT5G08470	AT	14-15	IR	49	122	20	126	44	193	na:na:+:IR
AT5G08470	AT	15-16	IR	9	151	1	141	2	224	na:na:+:IR
AT5G08470	AT	16-17	IR	1	148	3	149	3	267	na:na:+:IR
AT5G08470	AT	3-4	ALTD	42	104	43	138	55	257	2736622:2736625:-:ALTD
AT5G08470	AT	3-4	IR	9	137	12	169	21	291	na:na:+:IR
AT5G08470	AT	4-5	IR	24	75	11	91	22	181	na:na:+:IR
AT5G08470	AT	6-7	IR	1	121	1	123	2	183	na:na:+:IR
AT5G08470	AT	8-9	IR	3	123	2	119	2	142	na:na:+:IR
AT5G08470	AT	2-4	SKIP	3	2859	1	2848	3	5039	2-4
AT1G22530	AT	1-2	IR	1	132	8	151	3	275	na:na:+:IR
AT1G22530	AT	2-3	IR	1	133	14	194	1	317	na:na:+:IR
AT1G22530	AT	3-4	IR	25	124	120	176	25	300	na:na:+:IR
AT5G35220	AT	1-2	IR	5	724	6	481	18	1301	na:na:+:IR
AT5G35220	AT	2-3	IR	12	804	6	561	12	1427	na:na:+:IR
AT5G35220	AT	3-4	ALTA	1	726	7	390	7	978	13486180:13486195:+:ALTA
AT5G35220	AT	4-5	IR	5	887	2	418	8	1128	na:na:+:IR
AT5G35220	AT	5-6	IR	11	548	17	304	28	932	na:na:+:IR
AT5G35220	AT	6-7	IR	11	614	8	323	28	948	na:na:+:IR
AT5G35220	AT	7-8	IR	15	559	23	281	36	912	na:na:+:IR
AT5G35220	AT	8-9	IR	13	588	26	307	29	1006	na:na:+:IR
AT1G72930	AT	1-2	ALTD	3	2341	17	1608	14	3880	27439886:27439930:-:ALTD
AT1G72930	AT	1-2	ALTD	7	2337	13	1612	28	3866	27439931:27439973:+:ALTD
AT1G72930	AT	1-2	IR	539	1805	174	1451	1081	2813	na:na:+:IR
AT4G20960	AT	1-2	IR	12	456	17	343	27	767	na:na:+:IR
AT4G20960	AT	2-3	IR	5	176	4	155	4	318	na:na:+:IR
AT2G41720	AT	1-2	IR	13	356	3	298	9	575	na:na:+:IR
AT2G41720	AT	2-3	IR	6	172	3	137	2	282	na:na:+:IR
AT2G41720	AT	3-4	ALTD	11	289	18	225	23	489	17406304:17406326:+:ALTD
AT2G41720	AT	3-4	IR	7	293	5	238	9	503	na:na:+:IR
AT2G41720	AT	4-5	IR	13	329	1	270	14	505	na:na:+:IR
AT2G41720	AT	7-8	IR	8	166	6	178	25	340	na:na:+:IR
AT2G41720	AT	9-10	IR	146	141	120	128	222	268	na:na:+:IR
AT2G44530	AT	1-2	ALTA	9	94	8	150	47	255	18383962:18383964:-:ALTA
AT2G44530	AT	3-4	IR	11	275	2	251	5	491	na:na:+:IR
AT2G44530	AT	4-5	IR	1	250	1	272	1	445	na:na:+:IR
AT2G44530	AT	5-6	IR	1	338	4	283	6	459	na:na:+:IR
AT2G44530	AT	7-8	IR	1	343	1	310	2	528	na:na:+:IR
AT4G00810	AT	1-2	ALTD	1	609	4	507	2	1274	347064:347082:+:ALTD
AT4G00810	AT	1-2	ALTD	229	381	188	323	429	847	347083:347168:-:ALTD
AT4G00810	AT	1-2	IR	16	594	5	506	40	1236	na:na:+:IR
AT4G00810	AT	2-3	IR	185	3984	88	3387	321	8706	na:na:+:IR
AT4G00810	AT	3-4	IR	3	2002	1	1511	4	3653	na:na:+:IR
AT2G05620	AT	1-2	ALTA	3	4815	4	4141	16	8751	2081275:2081308:-:ALTA
AT2G05620	AT	1-2	ALTP	6	4812	12	4133	17	8750	2081309:2081310:+:ALTA;2081391:2081392:-:ALTD
AT2G05620	AT	1-2	IR	132	4686	64	4081	178	8589	na:na:+:IR
AT3G19230	AT	6-7	IR	1	4	4	11	2	7	na:na:+:IR
AT3G03420	AT	1-2	IR	9	93	7	89	9	187	na:na:+:IR
AT3G03420	AT	2-3	IR	5	147	1	148	1	252	na:na:+:IR
AT3G03420	AT	3-4	IR	5	152	7	115	12	223	na:na:+:IR
AT5G54855	AT	1-2	IR	53	214	41	276	55	433	na:na:+:IR
AT1G05950	AT	10-11	IR	3	7	3	10	10	17	na:na:+:IR
AT1G05950	AT	4-5	IR	3	6	1	8	4	17	na:na:+:IR
AT1G05950	AT	6-7	IR	1	10	2	9	2	15	na:na:+:IR
AT1G05950	AT	9-10	IR	1	1	4	11	1	15	na:na:+:IR
AT1G72680	AT	1-2	IR	1	56	1	85	2	114	na:na:+:IR
AT4G09670	AT	1-2	ALTA	1	544	7	522	5	913	6108000:6108005:-:ALTA
AT4G09670	AT	1-2	IR	58	487	38	491	75	843	na:na:+:IR
AT1G47970	AT	1-2	IR	27	604	31	663	39	1304	na:na:+:IR
AT3G45040	AT	12-13	IR	13	71	20	71	16	119	na:na:+:IR
AT3G45040	AT	9-10	IR	4	87	2	100	7	134	na:na:+:IR
AT1G76300	AT	1-2	IR	1	316	6	250	3	719	na:na:+:IR
AT1G76300	AT	2-3	IR	2	345	1	276	4	649	na:na:+:IR
AT2G35470	AT	1-2	IR	11	182	12	321	4	399	na:na:+:IR
AT2G35470	AT	2-3	IR	7	165	11	289	11	363	na:na:+:IR
AT5G17930	AT	3-4	IR	2	61	3	37	2	130	na:na:+:IR
AT5G17930	AT	6-7	IR	5	64	2	36	13	90	na:na:+:IR
AT1G15740	AT	1-2	IR	2	432	1	879	1	1065	na:na:+:IR
AT1G15740	AT	10-11	IR	15	442	27	750	18	756	na:na:+:IR
AT1G15740	AT	11-12	IR	17	493	51	816	33	795	na:na:+:IR
AT1G15740	AT	12-13	IR	16	424	24	639	22	634	na:na:+:IR
AT1G15740	AT	13-14	IR	20	416	76	711	58	743	na:na:+:IR
AT1G15740	AT	14-15	IR	12	593	34	923	25	969	na:na:+:IR
AT1G15740	AT	15-16	IR	1	421	10	720	4	732	na:na:+:IR
AT1G15740	AT	2-3	IR	5	322	10	597	16	612	na:na:+:IR
AT1G15740	AT	4-5	IR	7	387	1	599	2	621	na:na:+:IR
AT1G15740	AT	6-7	ALTA	8	260	7	459	5	467	5412757:5412782:-:ALTA
AT1G15740	AT	6-7	IR	3	265	5	461	4	468	na:na:+:IR
AT5G67488	AT	1-2	IR	3	1	5	6	4	3	na:na:+:IR
AT4G31460	AT	1-2	ALTD	6	169	5	146	7	350	15261009:15261105:+:ALTD
AT4G31460	AT	1-2	IR	1	174	6	145	14	343	na:na:+:IR
AT4G31460	AT	2-3	IR	52	198	29	169	65	296	na:na:+:IR
AT1G56350	AT	2-3	ALTD	11	47	13	18	11	48	21096081:21096114:+:ALTD
AT1G56350	AT	2-3	IR	12	46	4	27	6	53	na:na:+:IR
AT1G56350	AT	3-4	IR	2	20	2	21	4	54	na:na:+:IR
AT5G56340	AT	1-2	IR	13	93	21	206	33	259	na:na:+:IR
AT3G07940	AT	4-5	IR	5	144	1	128	3	219	na:na:+:IR
AT3G07940	AT	5-6	IR	12	219	2	139	8	241	na:na:+:IR
AT3G07940	AT	6-7	ALTD	1	239	4	202	1	325	2530352:2530352:+:ALTD
AT3G07940	AT	6-7	IR	3	237	6	200	4	322	na:na:+:IR
AT3G07940	AT	8-9	IR	2	193	5	174	10	341	na:na:+:IR
AT3G07940	AT	9-10	ALTA	6	212	3	213	9	408	2531087:2531090:-:ALTA
AT3G07940	AT	9-10	IR	5	213	2	214	5	412	na:na:+:IR
AT5G51510	AT	1-2	IR	8	185	5	201	9	403	na:na:+:IR
AT5G51510	AT	2-3	ALTA	1	175	5	204	3	423	20921993:20922006:+:ALTA
AT5G51510	AT	3-4	IR	18	71	11	49	39	90	na:na:+:IR
AT5G51510	AT	4-5	IR	18	90	17	102	28	154	na:na:+:IR
AT1G67560	AT	1-2	IR	3	170	1	189	1	231	na:na:+:IR
AT1G67560	AT	2-3	IR	3	107	4	135	3	177	na:na:+:IR
AT1G67560	AT	6-7	IR	4	121	5	218	12	246	na:na:+:IR
AT1G67560	AT	8-9	IR	1	143	2	185	1	288	na:na:+:IR
AT5G67150	AT	1	CRIN	2	1393	2	1300	9	2380	26796716:26796890:-:CRIN
AT5G67150	AT	1	CRIN	1	1394	2	1300	3	2386	26796814:26796928:-:CRIN
AT1G78680	AT	1-2	ALTA	4	1120	6	1119	6	1908	29594347:29594349:-:ALTA
AT1G78680	AT	1-2	IR	176	948	78	1047	233	1681	na:na:+:IR
AT1G78680	AT	2-3	ALTA	1	1303	3	1181	6	1982	29594519:29594522:-:ALTA
AT1G78680	AT	2-3	IR	3	1301	1	1183	8	1980	na:na:+:IR
AT1G78680	AT	3-4	ALTA	60	1074	46	1071	87	1794	29594725:29594729:-:ALTA
AT1G78680	AT	4-5	ALTA	28	1100	21	1058	38	1721	29594907:29594911:+:ALTA
AT1G78680	AT	4-5	IR	17	1111	9	1070	36	1723	na:na:+:IR
AT1G78680	AT	5-6	IR	260	964	105	987	303	1505	na:na:+:IR
AT1G78680	AT	6-7	ALTA	9	1185	2	1054	4	1733	29595373:29595388:-:ALTA
AT1G78680	AT	6-7	IR	103	1091	46	1010	145	1592	na:na:+:IR
AT1G78680	AT	7-8	IR	31	957	7	923	44	1507	na:na:+:IR
AT1G78680	AT	8-9	IR	12	915	3	928	19	1535	na:na:+:IR
AT1G78680	AT	9-10	ALTA	23	893	11	856	15	1479	29595959:29595985:+:ALTA
AT1G78680	AT	9-10	IR	26	890	23	844	67	1427	na:na:+:IR
AT2G01630	AT	1-2	IR	31	103	28	69	66	133	na:na:+:IR
AT2G01630	AT	2-3	IR	60	53	54	34	73	95	na:na:+:IR
AT2G01630	AT	3-4	IR	37	81	68	46	77	109	na:na:+:IR
AT3G05545	AT	1-2	IR	1	305	1	319	2	506	na:na:+:IR
AT3G05545	AT	2-3	IR	42	276	51	275	65	435	na:na:+:IR
AT3G05545	AT	4-5	IR	7	328	8	267	16	395	na:na:+:IR
AT3G05545	AT	5-6	IR	7	340	2	344	16	553	na:na:+:IR
AT4G29510	AT	1-2	IR	2	231	2	180	4	421	na:na:+:IR
AT4G29510	AT	1-3	ALTA	2	2280	5	1785	4	4241	14492194:14492204:+:ALTA
AT4G29510	AT	2-3	IR	18	195	9	148	13	313	na:na:+:IR
AT4G29510	AT	5-6	IR	4	210	1	148	7	358	na:na:+:IR
AT4G29510	AT	8-9	IR	4	298	2	226	9	489	na:na:+:IR
AT2G47370	AT	1-2	ALTA	2	115	1	85	1	169	19439740:19439760:-:ALTA
AT2G47370	AT	1-2	ALTA	1	116	3	83	4	166	19439755:19439760:-:ALTA
AT2G47370	AT	1-2	IR	31	86	38	48	62	108	na:na:+:IR
AT2G47370	AT	2	CRIN	2	738	2	613	1	1211	19439493:19439613:-:CRIN
AT2G47370	AT	2-3	IR	12	113	4	98	27	190	na:na:+:IR
AT5G49530	AT	1-2	IR	6	115	4	81	10	187	na:na:+:IR
AT5G49530	AT	12-13	IR	20	125	1	85	4	135	na:na:+:IR
AT5G49530	AT	4-5	IR	18	37	12	44	20	86	na:na:+:IR
AT5G49530	AT	9-10	IR	6	69	3	59	6	115	na:na:+:IR
AT2G38970	AT	1-2	IR	3	36	4	39	18	78	na:na:+:IR
AT5G53850	AT	2-3	ALTA	70	682	73	629	141	1041	21863129:21863700:+:ALTA
AT5G53850	AT	2-3	ALTP	34	718	33	669	83	1099	21863129:21863700:+:ALTA;21863802:21864088:+:ALTD
AT5G53850	AT	2-3	CREX	29	723	67	635	91	1091	21863653:21863700:+:CREX
AT5G53850	AT	2-3	ALTD	113	639	90	612	171	1011	21863653:21864088:+:ALTD
AT5G53850	AT	2-3	CPLX	31	721	31	671	66	1116	21863802:21864088:+:ALTD;21863653:21863700:+:CREX
AT5G53850	AT	2-3	CPLX	1	751	2	700	5	1177	21863802:21864088:+:ALTD;21863653:21863705:+:CREX
AT5G53850	AT	2-3	IR	212	540	170	532	303	879	na:na:+:IR
AT5G53850	AT	3-4	ALTD	1	510	2	520	4	880	21863026:21863032:+:ALTD
AT5G53850	AT	3-4	IR	12	499	10	512	11	873	na:na:+:IR
AT5G53850	AT	6-7	IR	2	489	2	486	7	808	na:na:+:IR
AT5G06290	AT	1-2	IR	6	3557	5	3794	17	7496	na:na:+:IR
AT5G06290	AT	3-4	ALTP	5	4710	1	4209	6	8440	1920229:1920281:-:ALTD;1920371:1920386:-:ALTA
AT5G06290	AT	3-4	ALTA	1	4714	2	4208	5	8441	1920371:1920372:-:ALTA
AT5G06290	AT	3-4	IR	9	4706	5	4205	28	8418	na:na:+:IR
AT5G06290	AT	4-5	ALTA	2	3715	4	3145	3	6054	1920528:1920624:+:ALTA
AT5G06290	AT	4-5	ALTA	13	3704	19	3130	27	6030	1920544:1920624:+:ALTA
AT5G06290	AT	4-5	IR	174	3543	87	3062	253	5804	na:na:+:IR
AT5G06290	AT	5-6	IR	79	4238	27	3952	145	8168	na:na:+:IR
AT5G06290	AT	6-7	ALTP	3	4952	1	4400	2	8953	1920981:1920983:-:ALTD;1921092:1921094:+:ALTA
AT5G06290	AT	6-7	IR	172	4783	92	4309	231	8724	na:na:+:IR
AT2G46390	AT	1-2	IR	18	569	21	601	27	1323	na:na:+:IR
AT1G26940	AT	1-2	ALTA	4	46	8	62	12	139	9343483:9343533:+:ALTA
AT1G26940	AT	6-7	IR	2	94	3	78	3	142	na:na:+:IR
AT4G37445	AT	1-2	IR	2	25	2	13	2	52	na:na:+:IR
AT1G26945	AT	1-2	ALTD	4	395	1	364	3	695	9351700:9352251:+:ALTD
AT1G26945	AT	1-2	IR	120	279	48	317	82	616	na:na:+:IR
AT4G37440	AT	1-2	IR	3	188	2	274	2	443	na:na:+:IR
AT4G37440	AT	2-3	ALTD	3	234	1	295	2	438	17602025:17602029:-:ALTD
AT4G37440	AT	2-3	IR	20	217	23	273	35	405	na:na:+:IR
AT4G37440	AT	3-4	IR	5	253	1	309	1	371	na:na:+:IR
AT4G37440	AT	5-6	IR	31	269	15	368	39	472	na:na:+:IR
